PartitionKey,RowKey,test_type,test_type@type,protocol,protocol@type,latency_total,latency_total@type,latency_mean,latency_mean@type,latency_max,latency_max@type,latency_min,latency_min@type,throughput,throughput@type,success,success@type,server,server@type,sent_throughput,sent_throughput@type,received_throughput,received_throughput@type,max_rtt,max_rtt@type,min_rtt,min_rtt@type,mean_rtt,mean_rtt@type,duration,duration@type
10.2.0.23,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.27,String,1932671758,String,1927628071,String,128138,Int32,22298,Int32,54343,Int32,5,Int64
10.2.0.23,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.27,String,2079403192,String,2073917288,String,147914,Int32,66284,Int32,113247,Int32,5,Int64
10.2.0.23,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.27,String,1884183490,String,1878619344,String,312192,Int32,23858,Int32,127209,Int32,5,Int64
10.2.0.23,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.27,String,1840120293,String,1835431658,String,177898,Int32,54370,Int32,121428,Int32,5,Int64
10.2.0.23,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.27,String,2132055163,String,2127505296,String,57241,Int32,6604,Int32,38480,Int32,5,Int64
10.2.0.23,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.27,String,1837891885,String,1833145887,String,188739,Int32,43132,Int32,106951,Int32,5,Int64
10.2.0.23,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.27,String,1816960667,String,1813167084,String,84237,Int32,38381,Int32,69273,Int32,5,Int64
10.2.0.23,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.27,String,1787107662,String,1782515752,String,94876,Int32,43618,Int32,74228,Int32,5,Int64
10.2.0.24,01 27 2022 15 55 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.10,String,4641433078,String,4634922689,String,108361,Int32,23113,Int32,54592,Int32,5,Int64
10.2.0.24,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.10,String,1689197713,String,1683282416,String,1159415,Int32,17417,Int32,206034,Int32,5,Int64
10.2.0.24,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.10,String,1758364885,String,1754257745,String,2299544,Int32,6448,Int32,209938,Int32,5,Int64
10.2.0.24,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.10,String,1862598384,String,1856372741,String,101488,Int32,6093,Int32,50765,Int32,5,Int64
10.2.0.24,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.10,String,1780998984,String,1776615315,String,435472,Int32,8123,Int32,57884,Int32,5,Int64
10.2.0.24,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.10,String,1921707466,String,1917034876,String,102045,Int32,23187,Int32,64101,Int32,5,Int64
10.2.0.24,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.10,String,1838131423,String,1833212589,String,2824117,Int32,16986,Int32,295348,Int32,5,Int64
10.2.0.24,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.10,String,1910369845,String,1905278525,String,176983,Int32,57815,Int32,87707,Int32,5,Int64
10.2.0.24,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.10,String,1874711588,String,1869974122,String,145098,Int32,4092,Int32,90022,Int32,5,Int64
10.2.0.24,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.10,String,1843078147,String,1838114567,String,96188,Int32,14088,Int32,53174,Int32,5,Int64
10.2.0.24,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.10,String,1948323520,String,1943261206,String,116872,Int32,9284,Int32,75333,Int32,5,Int64
10.2.0.24,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.10,String,1918027874,String,1912628733,String,198922,Int32,5491,Int32,124933,Int32,5,Int64
10.2.0.25,01 27 2022 15 55 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.12,String,4738177695,String,4731846186,String,224794,Int32,36107,Int32,66698,Int32,5,Int64
10.2.0.25,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.12,String,1967680645,String,1962752673,String,158475,Int32,4681,Int32,107143,Int32,5,Int64
10.2.0.25,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.12,String,1926004278,String,1921001069,String,103119,Int32,32018,Int32,66902,Int32,5,Int64
10.2.0.25,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.12,String,2030648898,String,2025493428,String,95674,Int32,5022,Int32,60105,Int32,5,Int64
10.2.0.25,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.12,String,1813184341,String,1808846056,String,107000,Int32,22820,Int32,52879,Int32,5,Int64
10.2.0.25,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.12,String,2257205782,String,2251326849,String,109208,Int32,5609,Int32,80062,Int32,5,Int64
10.2.0.25,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.12,String,1749159164,String,1744347575,String,160453,Int32,39105,Int32,97027,Int32,5,Int64
10.2.0.25,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.12,String,2000084942,String,1994673124,String,115635,Int32,4606,Int32,73516,Int32,5,Int64
10.2.0.25,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.12,String,2088320650,String,2083204589,String,2241501,Int32,3989,Int32,258603,Int32,5,Int64
10.2.0.25,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.12,String,2085823162,String,2080951919,String,183603,Int32,19644,Int32,85736,Int32,5,Int64
10.2.0.25,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.12,String,1985474118,String,1980799158,String,103165,Int32,31677,Int32,64355,Int32,5,Int64
10.2.0.25,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.12,String,1813571275,String,1809376955,String,135981,Int32,20077,Int32,71522,Int32,5,Int64
10.2.0.26,01 27 2022 15 55 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.28,String,4709937222,String,4702665496,String,119810,Int32,4621,Int32,46470,Int32,5,Int64
10.2.0.26,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.28,String,1782927022,String,1775243089,String,113800,Int32,24207,Int32,69681,Int32,5,Int64
10.2.0.26,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.28,String,1804101315,String,1799701657,String,3018839,Int32,14123,Int32,448534,Int32,5,Int64
10.2.0.26,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.28,String,1684519494,String,1680174441,String,95589,Int32,21120,Int32,53934,Int32,5,Int64
10.2.0.26,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.28,String,2143630980,String,2138732423,String,94802,Int32,16942,Int32,59541,Int32,5,Int64
10.2.0.26,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.28,String,1970227052,String,1965157046,String,126938,Int32,55655,Int32,92706,Int32,5,Int64
10.2.0.26,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.28,String,2286406129,String,2281628319,String,140126,Int32,7005,Int32,74015,Int32,5,Int64
10.2.0.26,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.28,String,2171881625,String,2166111660,String,670911,Int32,4930,Int32,156012,Int32,5,Int64
10.2.0.26,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.28,String,1921573769,String,1916943181,String,132338,Int32,36671,Int32,91884,Int32,5,Int64
10.2.0.26,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.28,String,1984976761,String,1979981863,String,464265,Int32,27594,Int32,124451,Int32,5,Int64
10.2.0.26,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.28,String,1712268063,String,1707257944,String,2445408,Int32,23882,Int32,463179,Int32,5,Int64
10.2.0.26,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.28,String,2067146877,String,2062074224,String,1199104,Int32,4647,Int32,149888,Int32,5,Int64
10.2.0.27,01 27 2022 15 55 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.24,String,4766287316,String,4760016192,String,81937,Int32,12758,Int32,44592,Int32,5,Int64
10.2.0.27,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.24,String,1724810150,String,1720828297,String,123219,Int32,30640,Int32,89161,Int32,5,Int64
10.2.0.27,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.24,String,1849971093,String,1845189653,String,74224,Int32,14118,Int32,53156,Int32,5,Int64
10.2.0.27,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.24,String,1881144373,String,1877169528,String,148686,Int32,29780,Int32,97290,Int32,5,Int64
10.2.0.27,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.24,String,1907772604,String,1903077879,String,107380,Int32,6934,Int32,62549,Int32,5,Int64
10.2.0.27,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.24,String,2006683054,String,2001377321,String,133513,Int32,72090,Int32,96050,Int32,5,Int64
10.2.0.27,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.24,String,1766195986,String,1762034981,String,72460,Int32,19388,Int32,55436,Int32,5,Int64
10.2.0.27,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.24,String,1968319200,String,1964058166,String,522221,Int32,2851,Int32,102877,Int32,5,Int64
10.2.0.27,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.24,String,1767413387,String,1762804688,String,59365,Int32,10368,Int32,45781,Int32,5,Int64
10.2.0.27,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.24,String,1900138977,String,1895634240,String,125990,Int32,11455,Int32,89429,Int32,5,Int64
10.2.0.27,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.24,String,1871249190,String,1866213208,String,126933,Int32,20138,Int32,93885,Int32,5,Int64
10.2.0.27,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.24,String,1784676838,String,1780594414,String,75083,Int32,6583,Int32,43648,Int32,5,Int64
10.2.0.28,01 27 2022 15 55 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.30,String,4926466979,String,4918451652,String,77361,Int32,4202,Int32,35597,Int32,5,Int64
10.2.0.28,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.30,String,1953742081,String,1949406487,String,119671,Int32,16994,Int32,73979,Int32,5,Int64
10.2.0.28,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.30,String,1739412523,String,1735127545,String,56221,Int32,24617,Int32,36881,Int32,5,Int64
10.2.0.28,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.30,String,1631007037,String,1627170321,String,77353,Int32,21439,Int32,44781,Int32,5,Int64
10.2.0.28,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.30,String,1764472071,String,1760026299,String,60850,Int32,18533,Int32,41467,Int32,5,Int64
10.2.0.28,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.30,String,1831790286,String,1827433577,String,69318,Int32,14786,Int32,50847,Int32,5,Int64
10.2.0.28,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.30,String,1793249799,String,1788050454,String,73201,Int32,35381,Int32,46922,Int32,5,Int64
10.2.0.28,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.30,String,1886811509,String,1882807606,String,91757,Int32,21957,Int32,62236,Int32,5,Int64
10.2.0.28,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.30,String,2110057385,String,2103491366,String,193524,Int32,69219,Int32,133390,Int32,5,Int64
10.2.0.28,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.30,String,2079252009,String,2074938103,String,149589,Int32,36915,Int32,102048,Int32,5,Int64
10.2.0.28,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.30,String,2107774805,String,2102411778,String,71322,Int32,5413,Int32,41223,Int32,5,Int64
10.2.0.28,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.30,String,1878510586,String,1873876911,String,92924,Int32,5512,Int32,64805,Int32,5,Int64
10.2.0.29,01 27 2022 15 55 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.5,String,4741279122,String,4727611121,String,159486,Int32,8020,Int32,66627,Int32,5,Int64
10.2.0.29,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.5,String,1774099056,String,1769667299,String,120723,Int32,30061,Int32,58450,Int32,5,Int64
10.2.0.29,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.5,String,1954473171,String,1950017654,String,200107,Int32,36689,Int32,116275,Int32,5,Int64
10.2.0.29,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.5,String,2091418117,String,2086777553,String,98744,Int32,22773,Int32,65994,Int32,5,Int64
10.2.0.29,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.5,String,1835852505,String,1831587581,String,118005,Int32,44156,Int32,70196,Int32,5,Int64
10.2.0.29,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.5,String,1700180895,String,1695696075,String,74144,Int32,29906,Int32,57593,Int32,5,Int64
10.2.0.29,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.5,String,1830962420,String,1826699336,String,76746,Int32,14611,Int32,36997,Int32,5,Int64
10.2.0.29,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.5,String,1900772079,String,1896186830,String,94763,Int32,20112,Int32,54094,Int32,5,Int64
10.2.0.29,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.5,String,2027035218,String,2022732867,String,101466,Int32,27935,Int32,58206,Int32,5,Int64
10.2.0.29,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.5,String,1856686180,String,1852340152,String,73511,Int32,27681,Int32,55268,Int32,5,Int64
10.2.0.29,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.5,String,1953414048,String,1948442168,String,145546,Int32,39243,Int32,68416,Int32,5,Int64
10.2.0.29,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.5,String,1857214196,String,1853046787,String,68946,Int32,9579,Int32,36318,Int32,5,Int64
10.2.0.30,01 27 2022 15 55 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.11,String,4658492471,String,4652552800,String,68374,Int32,20404,Int32,41702,Int32,5,Int64
10.2.0.30,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.11,String,1607947956,String,1603988239,String,111305,Int32,39452,Int32,66992,Int32,5,Int64
10.2.0.30,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.11,String,1894889580,String,1887687537,String,87943,Int32,5977,Int32,60303,Int32,5,Int64
10.2.0.30,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.11,String,1709129100,String,1704356811,String,93657,Int32,9476,Int32,43217,Int32,5,Int64
10.2.0.30,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.11,String,1775093555,String,1770378225,String,125918,Int32,57439,Int32,86512,Int32,5,Int64
10.2.0.30,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.11,String,1859556405,String,1855338912,String,56749,Int32,17113,Int32,41008,Int32,5,Int64
10.2.0.30,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.11,String,1864198234,String,1859417828,String,86571,Int32,22432,Int32,53238,Int32,5,Int64
10.2.0.30,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.11,String,1815247900,String,1811162925,String,74907,Int32,26461,Int32,56526,Int32,5,Int64
10.2.0.30,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.11,String,1850444717,String,1845767685,String,115465,Int32,32896,Int32,77551,Int32,5,Int64
10.2.0.30,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.11,String,1961482502,String,1956607117,String,64630,Int32,4835,Int32,25773,Int32,5,Int64
10.2.0.30,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.11,String,1906212321,String,1901785764,String,453220,Int32,25039,Int32,64586,Int32,5,Int64
10.2.0.30,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.11,String,1912729579,String,1908181989,String,906920,Int32,5213,Int32,135263,Int32,5,Int64
10.2.0.31,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.8,String,1744312790,String,1740053496,String,142912,Int32,30559,Int32,85963,Int32,5,Int64
10.2.0.31,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.8,String,1808886175,String,1804708752,String,140684,Int32,61675,Int32,96767,Int32,5,Int64
10.2.0.31,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.8,String,1553212889,String,1549057291,String,104534,Int32,35251,Int32,66307,Int32,5,Int64
10.2.0.31,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.8,String,1684144589,String,1679836012,String,139385,Int32,28254,Int32,100790,Int32,5,Int64
10.2.0.31,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.8,String,1964761599,String,1960222643,String,675056,Int32,3687,Int32,98856,Int32,5,Int64
10.2.0.31,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.8,String,1977310404,String,1972155377,String,80156,Int32,23172,Int32,49430,Int32,5,Int64
10.2.0.31,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.8,String,1841972414,String,1837177195,String,68919,Int32,16815,Int32,34333,Int32,5,Int64
10.2.0.31,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.8,String,2036646808,String,2031385906,String,404499,Int32,3823,Int32,72120,Int32,5,Int64
10.2.0.31,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.8,String,1954438544,String,1949932330,String,120104,Int32,6094,Int32,60802,Int32,5,Int64
10.2.0.31,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.8,String,1787234044,String,1782417241,String,147964,Int32,21515,Int32,77265,Int32,5,Int64
10.2.0.31,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.8,String,1836332067,String,1831406416,String,442562,Int32,18805,Int32,100443,Int32,5,Int64
10.2.0.32,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.6,String,1770768336,String,1766962947,String,90192,Int32,15986,Int32,57500,Int32,5,Int64
10.2.0.32,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.6,String,1801026220,String,1796941686,String,36628,Int32,11576,Int32,25951,Int32,5,Int64
10.2.0.32,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.6,String,1734291748,String,1730441389,String,114597,Int32,4538,Int32,50113,Int32,5,Int64
10.2.0.32,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.6,String,1872758624,String,1868352732,String,113298,Int32,11886,Int32,67576,Int32,5,Int64
10.2.0.32,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.6,String,1752984513,String,1748186562,String,507581,Int32,27503,Int32,93855,Int32,5,Int64
10.2.0.32,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.6,String,1967732379,String,1962580886,String,80420,Int32,5395,Int32,58634,Int32,5,Int64
10.2.0.32,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.6,String,1804974482,String,1800031808,String,122971,Int32,24108,Int32,69983,Int32,5,Int64
10.2.0.32,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.6,String,1891580304,String,1887177133,String,227355,Int32,12364,Int32,34517,Int32,5,Int64
